22893,Automata_theory,is_preceded_by,Represent_data_visually,-8.184274673,1,Q214526,Q483130,
22892,Automata_theory,is_preceded_by,Xgboost,-8.634213448,1,Q214526,Q23793561,
22891,Automata_theory,is_preceded_by,Assembly_language,-8.765784264,1,Q214526,Q165436,
22890,Automata_theory,is_preceded_by,Software_development,-8.356521606,1,Q214526,Q638608,
22889,Automata_theory,is_preceded_by,Rstudio,-9.548628807,1,Q214526,Q4798119,
22888,Automata_theory,is_preceded_by,sklearn,-9.158842087,1,Q214526,Q1026367,
22887,Automata_theory,is_preceded_by,Analysis_of_algorithms,-9.252321243,1,Q214526,Q333464,
22886,Automata_theory,is_preceded_by,Linux_Command_Line,-8.874376297,1,Q214526,Q388,
22885,Automata_theory,is_preceded_by,Polymorphism_(computer_science),-8.841461182,1,Q214526,Q3240252,
22884,Automata_theory,is_preceded_by,Data_Science_Methodology,-8.590535164,1,Q214526,Q2374463,
22883,Automata_theory,is_preceded_by,Supervised_Machine_Learning,-8.275766373,1,Q214526,Q334384,
22882,Automata_theory,is_preceded_by,Neural_Network_Architecture,-7.885241985,1,Q214526,Q192776,
22881,Automata_theory,is_preceded_by,AutoKeras,-9.552927017,1,Q214526,Q28470421,
22880,Automata_theory,is_preceded_by,Decision_Trees,-8.921962738,1,Q214526,Q831366,
22879,Automata_theory,is_preceded_by,Data_visualization_tools,-8.666137695,1,Q214526,Q6504956,
22878,Automata_theory,is_preceded_by,ChatGPT,-8.744857788,1,Q214526,Q115564437,
22877,Automata_theory,is_preceded_by,Software_design,-3.502388,2,Q214526,Q857102,
22876,Automata_theory,is_preceded_by,Classes,-3.368667603,2,Q214526,Q4479242,
22875,Automata_theory,is_preceded_by,Computer-Aided_Design_(CAD),-3.429258823,2,Q214526,Q184793,
22874,Automata_theory,is_preceded_by,Git_and_GitHub,-3.099671364,2,Q214526,Q186055,
22873,Automata_theory,is_preceded_by,Data_type,-3.568718433,2,Q214526,Q190087,
22872,Automata_theory,is_preceded_by,Tableau_Software,-3.707923889,2,Q214526,Q7673435,
22871,Automata_theory,is_preceded_by,Transformers,-3.495868683,2,Q214526,Q85810444,
22870,Automata_theory,is_preceded_by,Human-computer_interaction,-1.926167806,3,Q214526,Q207434,
22869,Automata_theory,is_preceded_by,Computer_software,-2.430740356,3,Q214526,Q7397,
22868,Automata_theory,is_preceded_by,TensorFlow,-1.857622782,3,Q214526,Q21447895,
22867,Automata_theory,is_preceded_by,field_of_study,-1.172547102,4,Q214526,Q2267705,
22866,Automata_theory,is_preceded_by,Industrial_IoT,-1.007129192,4,Q214526,Q251212,
22865,Automata_theory,is_preceded_by,Natural_Language_Toolkit_(NLTK),-1.333491325,4,Q214526,Q1635410,
22864,Automata_theory,is_preceded_by,Probability_theory,-0.916566086,5,Q214526,Q5862903,
22863,Automata_theory,is_preceded_by,Catia,-0.703508186,5,Q214526,Q467731,
22862,Automata_theory,is_preceded_by,Graph_theory,-0.880077744,5,Q214526,Q131476,
22861,Automata_theory,is_preceded_by,Probability_Interpretations,-0.631402206,5,Q214526,Q9492,
22860,Automata_theory,is_preceded_by,Expected_value,-0.72069397,5,Q214526,Q200125,
22859,Automata_theory,is_preceded_by,Unix,-0.542765299,6,Q214526,Q11368,
22858,Automata_theory,is_preceded_by,Natural_language,-0.556108157,6,Q214526,Q33742,
22857,Automata_theory,is_preceded_by,Database_transaction,-0.444681168,6,Q214526,Q848010,
22856,Automata_theory,is_preceded_by,academic_discipline,-0.532185872,6,Q214526,Q11862829,
22855,Automata_theory,is_preceded_by,React_(Javascript_Library),-0.611491044,6,Q214526,Q19399674,
22854,Automata_theory,is_preceded_by,Regular_expression,-0.363648415,7,Q214526,Q185612,
22853,Automata_theory,is_preceded_by,Structured_programming,-0.46682821,7,Q214526,Q223335,
22852,Automata_theory,is_preceded_by,specialty,-0.295902525,7,Q214526,Q1047113,
22851,Automata_theory,is_preceded_by,Inventor,-0.342084612,7,Q214526,Q735441,
22850,Automata_theory,is_preceded_by,Programming_language,-0.37368175,7,Q214526,Q9143,
22849,Automata_theory,is_preceded_by,Troubleshooting_&_Debugging,-0.315645899,7,Q214526,Q845566,
22848,Automata_theory,is_preceded_by,copyrighted,-0.437046596,7,Q214526,Q50423863,
22847,Automata_theory,is_preceded_by,Elasticsearch,-0.169921603,7,Q214526,Q3050461,
22846,Automata_theory,is_preceded_by,basic_statistics,-0.103594661,8,Q214526,Q12483,
22845,Automata_theory,is_preceded_by,Data_structure,-0.065962195,8,Q214526,Q175263,
22844,Automata_theory,is_preceded_by,Theory_of_computation,-0.269957542,8,Q214526,Q844718,
22843,Automata_theory,is_preceded_by,Machine_Learning_Regression,-0.227768183,8,Q214526,Q208042,
22842,Automata_theory,is_preceded_by,Mutual_exclusion,-0.092991299,9,Q214526,Q1047554,
22841,Automata_theory,is_preceded_by,Design_pattern_(computer_science),0.234195338,9,Q214526,Q181156,
22840,Automata_theory,is_preceded_by,Central_processing_unit,0.039248255,9,Q214526,Q5300,
22839,Automata_theory,is_preceded_by,Shared_memory,0.042865223,9,Q214526,Q764810,
22838,Automata_theory,is_preceded_by,Relational_algebra,-0.057409286,9,Q214526,Q840540,
22837,Automata_theory,is_preceded_by,Image_processing,-0.136066119,9,Q214526,Q1070689,
22836,Automata_theory,is_preceded_by,Computer_architecture,0.046691227,10,Q214526,Q173212,
22835,Automata_theory,is_preceded_by,Control_flow,0.059008312,10,Q214526,Q868299,
22834,Automata_theory,is_preceded_by,Computer_programming,0.19185491,11,Q214526,Q80006,
22833,Automata_theory,is_preceded_by,Computational_complexity_theory,0.2140333,11,Q214526,Q205084,
22832,Automata_theory,is_preceded_by,Generic_programming,0.122853366,11,Q214526,Q1051282,
22831,Automata_theory,is_preceded_by,Kinematics,0.16879784,11,Q214526,Q11476,
22830,Automata_theory,is_preceded_by,High-level_programming_language,0.380852143,12,Q214526,Q211496,
22829,Automata_theory,is_preceded_by,Data,0.301054716,12,Q214526,Q42848,
22828,Automata_theory,is_preceded_by,Higher-order_function,0.265496572,12,Q214526,Q1474542,
22827,Automata_theory,is_preceded_by,Lock_(computer_science),0.154250781,12,Q214526,Q1427251,
22826,Automata_theory,is_preceded_by,Data_(computing),0.332051436,12,Q214526,Q494756,
22825,Automata_theory,is_preceded_by,computer_programs/algorithms,0.305718501,12,Q214526,Q8366,
22824,Automata_theory,is_preceded_by,Matrix_(mathematics),0.355578863,13,Q214526,Q44337,
22823,Automata_theory,is_preceded_by,Input/output,0.291030297,13,Q214526,Q219320,
22822,Automata_theory,is_preceded_by,Variable_(computer_science),0.274267637,13,Q214526,Q877977,
22821,Automata_theory,is_preceded_by,Recursion,0.370808968,13,Q214526,Q179976,
22820,Automata_theory,is_preceded_by,Syntax,0.358756406,14,Q214526,Q37437,
22819,Automata_theory,is_preceded_by,Scope_(computer_science),0.382402693,14,Q214526,Q1034415,
22818,Automata_theory,is_preceded_by,Conditional_probability,0.386871465,15,Q214526,Q327069,
22817,Automata_theory,is_preceded_by,Communications_protocol,0.406988207,15,Q214526,Q132364,
22816,Automata_theory,is_preceded_by,Robot,0.34360218,15,Q214526,Q11012,
22815,Automata_theory,is_preceded_by,Computing,0.434475199,15,Q214526,Q179310,
22814,Automata_theory,is_preceded_by,Mathematical_proof,0.414980634,15,Q214526,Q11538,
22813,Automata_theory,is_preceded_by,Computer_security,0.388319314,16,Q214526,Q3510521,
22812,Automata_theory,is_preceded_by,Relational_model,0.450326324,16,Q214526,Q755662,
22811,Automata_theory,is_preceded_by,Computational_problem,0.448799014,16,Q214526,Q3435924,
22810,Automata_theory,is_preceded_by,Modular_arithmetic,0.498026119,17,Q214526,Q319400,
22809,Automata_theory,is_preceded_by,Personal_computer,0.524368286,17,Q214526,Q16338,
22808,Automata_theory,is_preceded_by,Semantics,0.513100456,17,Q214526,Q796212,
22807,Automata_theory,is_preceded_by,Mechanical_engineering,0.515813491,17,Q214526,Q101333,
22806,Automata_theory,is_preceded_by,Image,0.460360471,17,Q214526,Q478798,
22805,Automata_theory,is_preceded_by,Object_(computer_science),0.591001749,18,Q214526,Q216601,
22804,Automata_theory,is_preceded_by,Abstract_data_type,0.510687192,18,Q214526,Q827335,
22803,Automata_theory,is_preceded_by,Iterative_method,0.484136793,18,Q214526,Q2321565,
22802,Automata_theory,is_preceded_by,Calculus,0.477422078,18,Q214526,Q149972,
22801,Automata_theory,is_preceded_by,Geometry,0.497068455,19,Q214526,Q8087,
22800,Automata_theory,is_preceded_by,Information_security,0.508512296,19,Q214526,Q189900,
22799,Automata_theory,is_preceded_by,Mathematical_model,0.506097937,20,Q214526,Q486902,
22798,Automata_theory,is_preceded_by,Formal_grammar,0.536258507,20,Q214526,Q373045,
22797,Automata_theory,is_preceded_by,Regular_language,0.560515676,21,Q214526,Q752532,
22796,Automata_theory,is_preceded_by,Computational_science,0.531577519,21,Q214526,Q117801,
22795,Automata_theory,is_preceded_by,Randomization,0.656784126,21,Q214526,Q1363085,
22794,Automata_theory,is_preceded_by,String_(computer_science),0.54255699,21,Q214526,Q184754,
22793,Automata_theory,is_preceded_by,Interface_(computing),0.53989306,21,Q214526,Q23808,
22792,Automata_theory,is_preceded_by,Discrete_mathematics,0.54756437,21,Q214526,Q121416,
22791,Automata_theory,is_preceded_by,linear_algebra,0.551765962,22,Q214526,Q82571,
22790,Automata_theory,is_preceded_by,Lexical_analysis,0.634114135,22,Q214526,Q835922,
22789,Automata_theory,is_preceded_by,Context-free_language,0.648886399,22,Q214526,Q729271,
22788,Automata_theory,is_preceded_by,Problem_solving,0.568507931,22,Q214526,Q730920,
22787,Automata_theory,is_preceded_by,Approximation,0.642569293,23,Q214526,Q27058,
22786,Automata_theory,is_preceded_by,Arithmetic,0.607484539,24,Q214526,Q11205,
22785,Automata_theory,is_preceded_by,Logic,0.676691246,25,Q214526,Q8078,
22784,Automata_theory,is_preceded_by,Abstraction_(computer_science),0.678114624,25,Q214526,Q224055,
22783,Automata_theory,is_preceded_by,Random_variable,0.689763436,26,Q214526,Q176623,
22782,Automata_theory,is_preceded_by,Computability,0.691986634,26,Q214526,Q818888,
22781,Automata_theory,is_preceded_by,Number_theory,0.701858704,26,Q214526,Q12479,
22780,Automata_theory,is_preceded_by,Integer,0.694485732,28,Q214526,Q12503,
22779,Automata_theory,is_preceded_by,Theoretical_computer_science,0.678245873,29,Q214526,Q2878974,
22778,Automata_theory,is_preceded_by,Mathematical_induction,0.681477514,29,Q214526,Q178377,
22777,Automata_theory,is_preceded_by,Asymptotic_analysis,0.69174668,30,Q214526,Q752718,
22776,Automata_theory,is_preceded_by,Graph_(mathematics),0.709345818,30,Q214526,Q363874,
22775,Automata_theory,is_preceded_by,Uncertainty,0.76568456,32,Q214526,Q13649246,
22774,Automata_theory,is_preceded_by,Polynomial,0.738875896,32,Q214526,Q43260,
22773,Automata_theory,is_preceded_by,Computer,0.771597733,37,Q214526,Q68,
