Q910404,Q395
Q3478658,Q8366
Q30642,Q33742
Q8366,Q76592
Q1936256,Q11368
Q910404,Q76592
Q178377,Q11538
Q844240,Q1070689
Q176640,Q395
Q21198,Q12479
Q8513,Q494756
Q2539,Q131476
Q865760,Q9143
Q877977,Q9143
Q80006,Q8078
Q180634,Q9135
Q232207,Q12525525
Q4055684,Q179976
Q835922,Q373045
Q8366,Q395
Q1058754,Q215206
Q5862903,Q3968
Q1936256,Q80006
Q782543,Q68
Q1138496,Q8366
Q908207,Q8366
Q7600677,Q8087
Q192588,Q80006
Q638608,Q857102
Q1002535,Q874709
Q205084,Q723897
Q938438,Q42848
Q534112,Q176645
Q192903,Q173156
Q172491,Q11660
Q671298,Q8366
Q11368,Q68
Q170978,Q11012
Q3510521,Q395
Q1025017,Q764810
Q194152,Q176452
Q14001,Q212108
Q80998,Q6030997
Q755662,Q8513
Q47506,Q173212
Q3306359,Q8513
Q128570,Q80006
Q2539,Q176645
Q3968,Q395
Q677051,Q175263
Q184316,Q200125
Q1301371,Q21198
Q1414548,Q9135
Q8366,Q2321565
Q555032,Q213092
Q80993,Q80006
Q3403615,Q5862903
Q868299,Q68
Q232207,Q8366
Q207434,Q839721
Q188267,Q21198
Q80006,Q21198
Q7600677,Q21198
Q874709,Q21198
Q1002535,Q8366
Q844240,Q8087
Q8087,Q44337
Q451553,Q7600677
Q1138496,Q80006
Q1143367,Q176623
Q8366,Q8078
Q184754,Q80006
Q192588,Q755662
Q845739,Q80006
Q2539,Q205084
Q44337,Q395
Q844718,Q21198
Q79872,Q211496
Q580427,Q80006
Q369472,Q21198
Q2539,Q938438
Q1426863,Q374040
Q568742,Q8366
Q333464,Q5862903
Q9143,Q175263
Q76592,Q272404
Q1365258,Q43260
Q919509,Q232661
Q5082128,Q68
Q374195,Q27058
Q369472,Q8366
Q1890437,Q47506
Q192161,Q8078
Q302088,Q2539
Q8789,Q21198
Q830687,Q2539
Q8078,Q833585
Q271977,Q395
Q380679,Q8366
Q3478658,Q395
Q176737,Q170058
Q2539,Q117801
Q34010,Q80006
Q224055,Q21198
Q176953,Q7600677
Q80993,Q205084
Q28113351,Q395
Q5300,Q173212
Q188267,Q9143
Q205084,Q3435924
Q76592,Q395
Q860755,Q21198
Q180634,Q1301371
Q34010,Q193076
Q190087,Q21198
Q723897,Q8366
Q746242,Q8366
Q187432,Q9143
Q8366,Q21198
Q21198,Q833585
Q1034415,Q9143
Q6453666,Q1034415
Q7600677,Q1027879
Q844240,Q333464
Q232661,Q179310
Q30642,Q1152135
Q1962320,Q3435924
Q619942,Q176953
Q2715623,Q131476
Q210832,Q42848
Q11660,Q11216
Q638608,Q175263
Q132364,Q8366
Q1074173,Q184609
Q8366,Q178377
Q131222,Q5862903
Q176737,Q176623
Q180634,Q80006
Q1143367,Q42848
Q676835,Q272404
Q79798,Q8366
Q205084,Q12503
Q9143,Q68
Q200694,Q8078
Q9820,Q68
Q1034415,Q80006
Q1058754,Q131476
Q751436,Q42848
Q194152,Q184754
Q835922,Q185612
Q3510521,Q2526135
Q172491,Q42848
Q170978,Q333464
Q8366,Q2878974
Q176769,Q380679
Q7600677,Q68
Q2271421,Q2539
Q874709,Q8366
Q17995793,Q2878974
Q132364,Q11024
Q141495,Q82571
Q172491,Q8513
Q2878974,Q12525525
Q2914952,Q8513
Q251,Q80006
Q132364,Q1058791
Q11660,Q8078
Q9135,Q5300
Q8789,Q11538
Q1332643,Q465274
Q9492,Q395
Q740970,Q8366
Q79872,Q827335
Q141495,Q8366
Q192588,Q840540
Q184754,Q175263
Q176645,Q327069
Q3502995,Q205084
Q1414548,Q12525525
Q205692,Q200125
Q192903,Q68
Q176645,Q176623
Q3510521,Q21198
Q431667,Q178377
Q938438,Q176623
Q1401416,Q874709
Q856741,Q131476
Q11660,Q178354
Q14001,Q3510521
Q192588,Q192588
Q1325106,Q165436
Q193040,Q9135
Q128392,Q68
Q208163,Q9492
Q1503724,Q193076
Q1376021,Q200125
Q205084,Q395
Q465274,Q43260
Q264164,Q8366
Q79872,Q21198
Q845739,Q9143
Q874709,Q8366
Q44455,Q486902
Q7600677,Q478798
Q1401416,Q395
Q192161,Q184754
Q989632,Q3510521
Q755662,Q42848
Q192588,Q8513
Q2393193,Q21198
Q910404,Q131476
Q192588,Q21198
Q8366,Q12525525
Q21198,Q68
Q163310,Q12525525
Q1143367,Q938438
Q846780,Q200125
Q602136,Q21198
Q740970,Q395
Q188267,Q175263
Q1301371,Q42848
Q9492,Q13649246
Q2916098,Q170978
Q333464,Q8366
Q628036,Q21198
Q187787,Q8366
Q189436,Q176645
Q75,Q22725
Q628036,Q163310
Q2916098,Q366872
Q47607,Q8513
Q28865,Q79872
Q149972,Q3968
Q80993,Q68
Q186290,Q176623
Q272404,Q395
Q1579914,Q12525525
Q8789,Q8366
Q47607,Q21198
Q1192422,Q5300
Q193351,Q175263
Q34010,Q9143
Q80993,Q21198
Q5482740,Q9143
Q187631,Q11216
Q176452,Q21198
Q1025017,Q232661
Q622825,Q21198
Q431667,Q4055684
Q628036,Q205084
Q7600677,Q8366
Q1143367,Q2539
Q176645,Q200125
Q835922,Q176452
Q2068418,Q11216
Q183484,Q232661
Q264164,Q80006
Q844565,Q8513
Q47506,Q185612
Q336038,Q11024
Q677051,Q21198
Q205084,Q833585
Q6030997,Q189900
Q6368,Q68
Q11538,Q395
Q205084,Q21198
Q28865,Q80006
Q755662,Q4055684
Q47506,Q21198
Q352090,Q173212
Q671298,Q8366
Q80006,Q68
Q79872,Q181156
Q583461,Q205084
Q205084,Q8366
Q43260,Q12503
Q8366,Q43260
Q232661,Q5300
Q374040,Q8366
Q79872,Q216601
Q166142,Q68
Q374040,Q185612
Q723897,Q395
Q55624999,Q2539
Q194152,Q175263
Q333464,Q163310
Q534112,Q200125
Q232207,Q938438
Q7135231,Q190087
Q2068418,Q1332643
Q251,Q47506
Q2914952,Q8366
Q1569697,Q21198
Q79798,Q11660
Q194152,Q729271
Q2539,Q11660
Q121416,Q11538
Q7600677,Q80006
Q500716,Q163310
Q131476,Q363874
Q583461,Q176623
Q131222,Q327069
Q1437428,Q9143
Q207440,Q246064
Q216601,Q21198
Q175263,Q21198
Q179976,Q868299
Q9820,Q79872
Q9135,Q68
Q212108,Q189900
Q623276,Q9135
Q193076,Q21198
Q722192,Q9135
Q132874,Q1034415
Q3435924,Q21198
Q1199743,Q141495
Q8366,Q730920
Q42478,Q47506
Q378859,Q9492
Q251,Q1034415
Q2539,Q68
Q2165951,Q7600677
Q1301371,Q494756
Q908207,Q205084
Q2914952,Q21198
Q28865,Q68
Q676835,Q8366
Q583461,Q1363085
Q47506,Q9143
Q333464,Q76592
Q251,Q175263
Q80993,Q175263
Q1087987,Q8366
Q1061656,Q47146
Q4182287,Q8366
Q7397,Q9135
Q193446,Q1301371
Q22725,Q68
Q176953,Q1191981
Q9135,Q179310
Q573952,Q9143
Q8366,Q224055
Q9143,Q818888
Q2916098,Q11012
Q11216,Q395
Q189436,Q21198
Q2112188,Q21198
Q193076,Q80006
Q830687,Q11660
Q1050404,Q44337
Q2271421,Q302088
Q1070689,Q80006
Q844240,Q80006
Q858810,Q21198
Q8513,Q8513
Q3968,Q11205
Q504843,Q380679
Q135707,Q68
Q5300,Q68
Q1087987,Q21198
Q8789,Q3510521
Q897511,Q395
Q369472,Q80006
Q333464,Q205084
Q81414,Q68
Q671298,Q179976
Q374040,Q1141518
Q169478,Q9143
Q21198,Q121416
Q638608,Q79872
Q2271421,Q30642
Q187432,Q80006
Q751443,Q818888
