Q2267705	0.9410323095321655	100	
Q1047113	0.9321044445037842	100	
Q818888	0.924636902809143	100	
Q101333	0.921560320854187	100	
Q11862829	0.920311517715454	100	
Q13649246	0.9180672550201416	100	
Q12479	0.9171113109588623	100	
Q43260	0.9169203853607177	100	
Q121416	0.9157504844665527	100	
Q76592	0.9155113697052002	100	
Q12503	0.9154725551605225	100	
Q4479242	0.915268850326538	100	
Q2878974	0.9146980762481689	100	
Q37437	0.9145103359222412	100	
Q11538	0.9143239498138428	100	
Q21198	0.9141866207122803	100	
Q214526	0.91389986038208	100	
Q1363085	0.9137526226043701	100	
Q219320	0.9136135292053222	100	
Q486902	0.9136017322540283	100	
