Q7600677	0.9398346757888794	100	
Q80006	0.8957651257514954	80	
Q9143	0.9132345884274213	78	
Q395	0.8621451377868652	60	
Q190087	0.8662482541182945	58	
Q874709	0.8254946166393804	51	
Q117801	0.8241991489491565	47	
Q494756	0.8066311316056685	44	
Q205084	0.7983807852101881	43	
Q333464	0.7839880247373838	37	
Q8078	0.7589326313563756	35	
Q12525525	0.7758352552141462	35	
Q12479	0.7740546675289378	34	
Q11660	0.753790537516276	33	
Q877977	0.7560332616170248	33	
Q833585	0.7398773729801178	32	
Q11205	0.7356012405887726	31	
Q179310	0.7322349866231282	30	
Q76592	0.6868293126424153	30	
Q12503	0.7420016041508427	27	
Q818888	0.7154720624287924	27	
Q178377	0.6925877465142144	27	
Q2878974	0.686736326951247	26	
Q8513	0.7081374388474685	26	
Q2321565	0.7143880770756648	26	
Q216601	0.6434317398071289	25	
Q730920	0.6680058288574219	25	
Q224055	0.6760168075561523	24	
Q131476	0.6105657815933228	24	
Q121416	0.6338553031285604	24	
Q848010	0.642728971398395	23	
Q752718	0.516413688659668	19	
Q1070689	0.5444419760453073	19	
Q43260	0.526666694217258	18	
Q181156	0.558542807896932	18	
Q172491	0.45202143052045035	17	
Q827335	0.4997687059290269	17	
Q176452	0.5174337274887982	17	
Q219320	0.5316116809844971	16	
Q363874	0.4818015734354655	15	
Q9135	0.4417615958622524	14	
Q7397	0.4135268075125558	14	
Q211496	0.45039728709629606	14	
Q79872	0.3840556511512169	13	
Q11862829	0.4743149463947003	13	
Q33742	0.41266525708712065	13	
Q80993	0.40242785673875076	13	
Q223335	0.3409877190223107	13	
Q638608	0.3154629071553548	12	
Q1034415	0.3600043058395386	12	
Q184754	0.323025385538737	12	
Q755662	0.32073558460582385	11	
Q200125	0.19186436046253552	11	
Q3968	0.2294934012673118	11	
Q166142	0.2021993637084961	10	
Q857102	0.2320422649383545	10	
Q840540	0.19369001388549806	10	
Q3510521	0.2292098045349121	10	
Q1363085	0.14531021118164061	10	
Q13649246	0.04454729292127821	9	
Q176623	0.13521136177910698	9	
Q37437	0.13769165674845377	9	
Q327069	-0.025980101691351995	9	
Q868299	0.13529947068956164	9	
Q2267705	0.15132453706529406	9	
Q1427251	0.12474981943766277	9	
Q1141518	0.11992253197564019	9	
Q844718	0.01561080084906684	9	
Q101333	0.0675799051920573	9	
Q189900	0.012453019618988037	8	
Q163310	0.031662940979003906	8	
Q185612	0.013681292533874512	8	
Q27058	0.013249814510345459	8	
Q373045	-0.040876030921936035	8	
Q845566	-0.12968885898590088	8	
Q1047113	0.08906471729278564	8	
Q752532	0.010758519172668457	8	
Q214526	-0.028680920600891113	8	
Q3240252	0.0009520053863525391	8	
Q1474542	0.1324290633201599	8	
Q11538	-0.01061546802520752	8	
Q5300	-0.18482262747628347	7	
Q1051282	-0.10284573691231864	7	
Q82571	-0.07361718586512975	7	
Q1301371	-0.17276832035609654	7	
Q165436	-0.0855316434587751	7	
Q3435924	-0.4253721237182617	6	
Q11476	-0.33537880579630536	6	
Q486902	-0.279729684193929	6	
Q319400	-0.27137096722920734	6	
Q11368	-0.3569955825805664	6	
Q132364	-0.23915465672810873	6	
Q44337	-0.28528014818827313	6	
Q275596	-0.438295841217041	6	
Q835922	-0.20690250396728516	6	
Q12483	-0.7041530609130859	5	
Q85810444	-0.5047201156616211	5	
Q79798	-0.45229759216308596	5	
Q1047554	-0.6327959060668945	5	
Q179976	-0.5876727104187012	5	
Q844240	-0.551147747039795	5	
Q831366	-0.5933485984802246	5	
Q149972	-0.8810335159301758	5	
Q11216	-0.610378646850586	5	
Q1936256	-1.0137197971343994	4	
Q2493	-1.179194688796997	4	
Q11012	-0.8788690567016602	4	
Q50423863	-1.046375036239624	4	
Q5862903	-1.3119556903839111	4	
Q2374463	-1.0973477363586426	4	
Q1026367	-0.927497386932373	4	
Q796212	-0.914925217628479	4	
Q23808	-1.2647535800933838	4	
Q729271	-1.8409287134806316	3	
Q173212	-1.5405062039693196	3	
Q764810	-1.8244524002075195	3	
Q1635410	-1.7864933013916016	3	
Q141495	-1.537973403930664	3	
Q388	-1.4884508450826008	3	
Q4479242	-1.6469977696736653	3	
Q4798119	-1.6676549911499023	3	
Q6504956	-1.7753076553344727	3	
Q176645	-1.9712107976277669	3	
Q19399674	-3.137906074523926	2	
Q3050461	-3.1649022102355957	2	
Q7673435	-2.854881763458252	2	
Q2539	-2.8872218132019043	2	
Q128570	-2.895848512649536	2	
Q483130	-2.955416679382324	2	
Q47506	-3.026442050933838	2	
Q115564437	-3.036675453186035	2	
Q192588	-3.073352813720703	2	
Q9492	-3.4552388191223145	2	
Q735441	-2.718557119369507	2	
Q194152	-3.1891212463378906	2	
Q1152135	-3.515437602996826	2	
Q186055	-2.8559439182281494	2	
Q188522	-7.230301380157471	1	
Q184793	-7.25322151184082	1	
Q207434	-7.518853664398193	1	
Q28470421	-7.654794692993164	1	
Q206904	-7.80361270904541	1	
Q467731	-8.14279842376709	1	
Q208042	-7.792784214019775	1	
Q193076	-7.546652793884277	1	
Q21447895	-9.04542064666748	1	
