Q327069	0.937246994972229	100	
Q176623	0.9122877763898185	89	
Q395	0.8465407371520997	60	
Q1363085	0.8462340195973714	60	
Q3968	0.845869360298946	58	
Q1141518	0.8589229249117667	57	
Q833585	0.8609466971012584	57	
Q12503	0.8061707670038397	44	
Q82571	0.7941537811642602	42	
Q2878974	0.8056844075520834	42	
Q176645	0.7816205932980492	42	
Q5862903	0.7675204778972425	38	
Q43260	0.7521482015910902	38	
Q3435924	0.752867621344489	37	
Q11205	0.7701807022094727	36	
Q13649246	0.7183110415935516	32	
Q224055	0.6963551948810446	29	
Q730920	0.6654081344604492	28	
Q818888	0.6789746461091218	27	
Q363874	0.6941338319044846	26	
Q12483	0.7092266266162579	26	
Q200125	0.6347923660278321	25	
Q117801	0.6241995493570963	24	
Q486902	0.6391223409901494	23	
Q23808	0.6307428608769956	23	
Q178377	0.5731231082569469	22	
Q68	0.49136910438537595	20	
Q2321565	0.5253036022186279	20	
Q12525525	0.6094287571154142	19	
Q179310	0.5314348622372276	19	
Q8366	0.5195288407175165	19	
Q8078	0.4823197258843316	18	
Q752718	0.47650671005249023	18	
Q214526	0.5863761372036405	18	
Q76592	0.49337173910701976	17	
Q11538	0.48754321827607994	17	
Q176452	0.4890306136187385	17	
Q33742	0.3479651212692261	16	
Q149972	0.42943739891052246	16	
Q21198	0.4455524682998657	16	
Q8087	0.3012764612833659	15	
Q3510521	0.4757825533548991	15	
Q319400	0.42494678497314453	15	
Q179976	0.3661254474094936	14	
Q121416	0.3717217445373535	14	
Q27058	0.3663872310093471	14	
Q796212	0.35598080498831614	14	
Q5300	0.37561110087803434	14	
Q205084	0.36807707377842497	14	
Q189900	0.235501949603741	13	
Q181156	0.31163839193490833	13	
Q835922	0.29271609966571516	13	
Q219320	0.30478506821852464	13	
Q132364	0.25466464116023135	13	
Q44337	0.28874794642130536	12	
Q764810	0.1957846482594808	12	
Q1034415	0.17428692181905112	12	
Q373045	0.15717133608731357	11	
Q494756	0.08479508486661044	11	
Q1474542	0.19705096158114346	11	
Q1047554	0.2458938251842152	11	
Q877977	0.17682456970214844	11	
Q827335	0.23261850530450995	11	
Q1070689	0.1916752728548917	11	
Q184754	0.2247722799127752	11	
Q1635410	0.09969373182816939	11	
Q755662	0.1225860595703125	10	
Q729271	0.0013341903686523438	10	
Q208042	0.1542454719543457	10	
Q583461	0.2692525863647461	10	
Q16338	0.11263847351074219	10	
Q11476	0.060441546969943576	9	
Q1427251	0.04228284623887804	9	
Q12479	-0.014222357008192275	9	
Q80006	0.1175843874613444	9	
Q1051282	0.06146950191921658	9	
Q42848	-0.03261152903238932	9	
Q173212	0.009301185607910156	9	
Q752532	0.010239124298095703	8	
Q840540	-0.09480202198028564	8	
Q185612	-0.08512210845947266	8	
Q50423863	-0.09484100341796875	8	
Q101333	-0.05281972885131836	8	
Q868299	-0.1378728151321411	8	
Q11368	-0.10837674140930176	8	
Q19399674	-0.20824158191680908	8	
Q223335	-0.4276418685913086	7	
Q478798	-0.2795731680733817	7	
Q4798119	-0.32247747693743023	7	
Q848010	-0.24032838003976004	7	
Q9492	-0.2953472137451172	7	
Q845566	-0.44442256291707355	6	
Q37437	-0.5263449350992838	6	
Q175263	-0.4016869862874349	6	
Q11012	-0.3160378138224284	6	
Q735441	-0.513673464457194	6	
Q211496	-0.4773111343383789	6	
Q1047113	-0.7659921646118164	5	
Q3050461	-1.1681039810180665	5	
Q115564437	-0.8371843338012696	5	
Q2267705	-0.8605079650878906	5	
Q116777014	-1.2594118118286133	4	
Q483130	-1.2150547504425049	4	
Q467731	-1.1472036838531494	4	
Q857102	-2.10888671875	3	
Q28470421	-2.1662937800089517	3	
Q4479242	-2.0009892781575522	3	
Q184793	-1.9843947092692058	3	
Q844718	-2.029872258504232	3	
Q131476	-1.716396967569987	3	
Q333464	-1.916603724161784	3	
Q17146476	-2.115142822265625	3	
Q1026367	-2.0157782236735025	3	
Q1152135	-2.5625953674316406	3	
Q831366	-2.075382868448893	3	
Q2493	-3.61328125	2	
Q7673435	-4.408015727996826	2	
Q2374463	-3.6682162284851074	2	
Q21447895	-3.06022310256958	2	
Q186055	-3.6129937171936035	2	
Q9143	-3.6411828994750977	2	
Q7397	-8.850906372070312	1	
Q11862829	-8.843291282653809	1	
Q216601	-9.029030799865723	1	
Q3240252	-8.763816833496094	1	
Q334384	-8.201589584350586	1	
Q275596	-10.456480979919434	1	
Q23793561	-8.523313522338867	1	
Q11660	-8.988664627075195	1	
Q251212	-8.432697296142578	1	
Q1936256	-9.07341194152832	1	
Q163310	-10.018789291381836	1	
